St Deiniols Slow Course Minor|-14.56.1236-1256,12
Northwood Hills Bob Minor|-14.56.1236-36,1256
Sudbury Hill Bob Minor|-14.56.1236.12.36,1256
Grosmont Slow Course Minor|-14.56.36-1236,12
The Angel Slow Course Minor|-14.56.36-1256,12
Kensal Green Bob Minor|-14.56.36-36,1256
Ewyas Harold Slow Course Minor|-14.56.36.12.1236,12
The Dog Slow Course Minor|-14.56.36.12.1256,12
Southwark Bob Minor|-14.56.36.12.36,1256
Jake Robert Slow Course Minor|-1456-1236-1236,12
Canonford Slow Course Minor|-1456-1236-1256,12
Blythburgh Slow Course Minor|-1456-1236-1456,12
Metropolitan Line Bob Minor|-1456-1236-36,1256
Bow Church Bob Minor|-1456-1236-56,1256
Piccadilly Line Bob Minor|-1456-1236.12.36,1256
East Ham Bob Minor|-1456-1236.12.56,1256
Vinedale Slow Course Minor|-1456-16-1456,12
Rhiannon Margaret Slow Course Minor|-1456-36-1236,12
Eardisley Slow Course Minor|-1456-36-1256,12
Bakerloo Line Bob Minor|-1456-36-36,1256
Aldgate East Bob Minor|-1456-36-56,1256
Prior's Frome Slow Course Minor|-1456-36.12.1236,12
Durlow Common Slow Course Minor|-1456-36.12.1256,12
Jubilee Line Bob Minor|-1456-36.12.36,1256
District Line Bob Minor|-1456-36.12.56,1256
Monkhide Slow Course Minor|-1456.12.1236-1236,12
Pixley Slow Course Minor|-1456.12.1236-1256,12
Borough Bob Minor|-1456.12.1236-36,1256
Upminster Bob Minor|-1456.12.1236-56,1256
Trumpet Slow Course Minor|-1456.12.36-1236,12
Aylton Slow Course Minor|-1456.12.36-1256,12
Northern Line Bob Minor|-1456.12.36-36,1256
Elm Park Bob Minor|-1456.12.36-56,1256
Hounslow East Bob Minor|-1456.12.36.12.36,1256
Becontree Bob Minor|-1456.12.36.12.56,1256
Bringsty Common Slow Course Minor|-1456.1256.1236-1236,12
Edgware Slow Course Minor|-1456.1256.1236-1256,12
Finchley Central Slow Course Minor|-1456.1256.1236.34.1256,12
Risbury Slow Course Minor|-1456.1256.36-1236,12
Russell Square Slow Course Minor|-1456.1256.36-1256,12
Turnham Green Slow Course Minor|-1456.1256.36.12.1256,12
Leicester Square Slow Course Minor|-1456.1256.36.1234.1256,12
Alperton Slow Course Minor|-1456.1256.36.34.1256,12
Piccadilly Circus Slow Course Minor|-1456.56.1236-1256,12
Paddington Slow Course Minor|-1456.56.1236.34.1256,12
Bromyard Slow Course Minor|-1456.56.36-1236,12
Green Park Slow Course Minor|-1456.56.36-1256,12
Linley Green Slow Course Minor|-1456.56.36.12.1236,12
Euston Square Slow Course Minor|-1456.56.36.12.1256,12
Croxley Slow Course Minor|-1456.56.36.1234.1256,12
Neasden Slow Course Minor|-1456.56.36.34.1256,12
Maplin Slow Course Minor|-16-1236-1236,12
Woodton Slow Course Minor|-16-1236-1456,12
Sarnia Slow Course Minor|-16-1236.12.1236,12
Arlesey Bob Minor|-16-16-1256,16
Clewer Slow Course Minor|-16-16-1456,12
Wadenhoe Slow Course Minor|-16-16-3456,12
Cividale del Friuli Place Minor|-16-16.34.1256,16
Lyddington Slow Course Minor|-16-36-1236,12
Cento Bob Minor|-16-36-1456,16
Ken and Dorothy Nicholas' 50th Wedding Anniversary Slow Course Minor|-16-36.12.1236,12
John de Petrestre Bob Minor|-16.1256.16-16,1256
Edgware Road Slow Course Minor|34.14-1236-1256,12
Chalfont & Latimer Bob Minor|34.14-1236-36,1256
Ruislip Bob Minor|34.14-1236.12.36,1256
Ruislip Manor Bob Minor|34.14-1236.1234.56,1256
North Wembley Slow Course Minor|34.14-1236.34.1256,12
Chorleywood Bob Minor|34.14-1236.34.56,1256
Carey Slow Course Minor|34.14-36-1236,12
Dollis Hill Slow Course Minor|34.14-36-1256,12
Kenton Bob Minor|34.14-36-36,1256
West Harrow Slow Course Minor|34.14-36.12.1256,12
Wembley Park Bob Minor|34.14-36.12.36,1256
Blackfriars Slow Course Minor|34.14-36.1234.1256,12
Willesden Green Bob Minor|34.14-36.1234.56,1256
Stanmore Slow Course Minor|34.14-36.34.1256,12
South Kenton Bob Minor|34.14-36.34.56,1256
Ballingham Slow Course Minor|34.14.12.1236-1236,12
East Finchley Slow Course Minor|34.14.12.1236-1256,12
Clapham Common Bob Minor|34.14.12.1236-36,1256
Totteridge & Whetstone Slow Course Minor|34.14.12.1236.34.1256,12
Clapham South Bob Minor|34.14.12.1236.34.56,1256
Welshpool Slow Course Minor|34.14.12.36-1236,12
North Ealing Slow Course Minor|34.14.12.36-1256,12
Woodside Park Bob Minor|34.14.12.36-36,1256
South Kensington Slow Course Minor|34.14.12.36.12.1256,12
Hounslow West Bob Minor|34.14.12.36.12.36,1256
Oakwood Slow Course Minor|34.14.12.36.1234.1256,12
Hatton Cross Bob Minor|34.14.12.36.1234.56,1256
Arnos Grove Slow Course Minor|34.14.12.36.34.1256,12
Highgate Bob Minor|34.14.12.36.34.56,1256
The Bell Slow Course Minor|34.14.1256.1236-1236,12
Victoria Line Bob Minor|34.14.1256.1236-36,1256
Malvern Slow Course Minor|34.14.1256.36-1236,12
Chalk Farm Bob Minor|34.14.1256.36-36,1256
Covent Garden Bob Minor|34.14.1256.36.12.36,1256
Pinner Bob Minor|34.14.56.1236-36,1256
Sudbury Town Bob Minor|34.14.56.1236.12.36,1256
Kentchurch Slow Course Minor|34.14.56.36-1236,12
The Bridge Slow Course Minor|34.14.56.36-1256,12
Queen's Park Bob Minor|34.14.56.36-36,1256
London Bridge Bob Minor|34.14.56.36.12.36,1256
Amersham Bob Minor|34.1456-1236-36,1256
Stepney Green Bob Minor|34.1456-1236-56,1256
Hillingdon Place Minor|34.1456-1236.12.36,1256
Plaistow Bob Minor|34.1456-1236.12.56,1256
Stoke Edith Slow Course Minor|34.1456-36-1236,12
Tarrington Slow Course Minor|34.1456-36-1256,12
Harrow & Wealdstone Bob Minor|34.1456-36-36,1256
Wimbledon Park Bob Minor|34.1456-36-56,1256
Canons Park Bob Minor|34.1456-36.12.36,1256
Bromley-by-Bow Bob Minor|34.1456-36.12.56,1256
Easily Done! Slow Course Minor|34.1456.12.1236-1236,12
Clapham North Bob Minor|34.1456.12.1236-36,1256
Forden Slow Course Minor|34.1456.12.36-1236,12
High Barnet Bob Minor|34.1456.12.36-36,1256
Hounslow Central Place Minor|34.1456.12.36.12.36,1256
Yearsett Slow Course Minor|34.1456.1256.1236-1236,12
Golders Green Slow Course Minor|34.1456.1256.1236-1256,12
Seven Sisters Bob Minor|34.1456.1256.1236-36,1256
Hornchurch Bob Minor|34.1456.1256.1236-56,1256
Mill Hill East Slow Course Minor|34.1456.1256.1236.34.1256,12
Highbury & Islington Bob Minor|34.1456.1256.1236.34.56,1256
Edwyn Ralph Slow Course Minor|34.1456.1256.36-1236,12
Osterley Slow Course Minor|34.1456.1256.36-1256,12
Hendon Central Bob Minor|34.1456.1256.36-36,1256
Dagenham Heathway Bob Minor|34.1456.1256.36-56,1256
Barons Court Slow Course Minor|34.1456.1256.36.12.1256,12
Bounds Green Place Minor|34.1456.1256.36.12.36,1256
Barking Bob Minor|34.1456.1256.36.12.56,1256
Cockfosters Slow Course Minor|34.1456.1256.36.1234.1256,12
Southgate Place Minor|34.1456.1256.36.1234.56,1256
Ickenham Slow Course Minor|34.1456.1256.36.34.1256,12
Colindale Bob Minor|34.1456.1256.36.34.56,1256
Regent's Park Slow Course Minor|34.1456.56.1236-1256,12
Barbican Bob Minor|34.1456.56.1236-36,1256
Northfields Place Minor|34.1456.56.1236.12.36,1256
Boston Manor Place Minor|34.1456.56.1236.1234.56,1256
Wembley Central Slow Course Minor|34.1456.56.1236.34.1256,12
Aldgate Bob Minor|34.1456.56.1236.34.56,1256
Munderfield Slow Course Minor|34.1456.56.36-1236,12
Swiss Cottage Slow Course Minor|34.1456.56.36-1256,12
Warwick Avenue Bob Minor|34.1456.56.36-36,1256
Northwick Park Slow Course Minor|34.1456.56.36.12.1256,12
Canning Town Bob Minor|34.1456.56.36.12.36,1256
Rickmansworth Slow Course Minor|34.1456.56.36.1234.1256,12
West Ham Bob Minor|34.1456.56.36.1234.56,1256
Queensbury Slow Course Minor|34.1456.56.36.34.1256,12
Embankment Bob Minor|34.1456.56.36.34.56,1256
Dorney Slow Course Minor|34.16-1236-1236,12
Utricularia Slow Course Minor|34.16-1236-1456,12
Udine Bob Minor|34.16-16-1256,16
Taff Slow Course Minor|34.16-16-1456,12
Irongate Slow Course Minor|34.16-16-3456,12
Raduno MMXI Place Minor|34.16-16.34.1256,16
Winkfield Slow Course Minor|34.16-36-1236,12
Sansepolcro Bob Minor|34.16-36-1456,16
Marylebone Slow Course Minor|3456.14-1236-1256,12
Moor Park Bob Minor|3456.14-1236-36,1256
Raynors Lane Bob Minor|3456.14-1236.12.36,1256
South Harrow Bob Minor|3456.14-1236.1234.56,1256
Oxford Circus Slow Course Minor|3456.14-1236.34.1256,12
Northwood Bob Minor|3456.14-1236.34.56,1256
Tillington Common Slow Course Minor|3456.14-36-1236,12
Kilburn Slow Course Minor|3456.14-36-1256,12
Stonebridge Park Bob Minor|3456.14-36-36,1256
North Harrow Slow Course Minor|3456.14-36.12.1256,12
West Hampstead Bob Minor|3456.14-36.12.36,1256
Warren Street Slow Course Minor|3456.14-36.1234.1256,12
St John's Wood Bob Minor|3456.14-36.1234.56,1256
Bond Street Slow Course Minor|3456.14-36.34.1256,12
Willesden Junction Bob Minor|3456.14-36.34.56,1256
Ledgemoor Slow Course Minor|3456.14.12.1236-1236,12
Kentish Town Slow Course Minor|3456.14.12.1236-1256,12
Tooting Bec Bob Minor|3456.14.12.1236-36,1256
Burnt Oak Slow Course Minor|3456.14.12.1236.34.1256,12
Tooting Broadway Bob Minor|3456.14.12.1236.34.56,1256
Kingswood Slow Course Minor|3456.14.12.36-1236,12
Ealing Common Slow Course Minor|3456.14.12.36-1256,12
Archway Bob Minor|3456.14.12.36-36,1256
Gloucester Road Slow Course Minor|3456.14.12.36.12.1256,12
Heathrow Terminals 1,2,3 Bob Minor|3456.14.12.36.12.36,1256
Hammersmith Slow Course Minor|3456.14.12.36.1234.1256,12
Heathrow Terminal 4 Bob Minor|3456.14.12.36.1234.56,1256
Knightsbridge Slow Course Minor|3456.14.12.36.34.1256,12
Tufnell Park Bob Minor|3456.14.12.36.34.56,1256
Ridge Hill Slow Course Minor|3456.14.1256.1236-1236,12
Walthamstow Central Bob Minor|3456.14.1256.1236-36,1256
Blackhorse Road Bob Minor|3456.14.1256.1236.34.56,1256
Hegdon Slow Course Minor|3456.14.1256.36-1236,12
Belsize Park Bob Minor|3456.14.1256.36-36,1256
Caledonian Road Place Minor|3456.14.1256.36.12.36,1256
Holloway Road Place Minor|3456.14.1256.36.1234.56,1256
Brent Cross Bob Minor|3456.14.1256.36.34.56,1256
Preston Road Bob Minor|3456.14.56.1236-36,1256
Park Royal Place Minor|3456.14.56.1236.12.36,1256
South Ealing Place Minor|3456.14.56.1236.1234.56,1256
Moorgate Bob Minor|3456.14.56.1236.34.56,1256
Nupton Slow Course Minor|3456.14.56.36-1236,12
Dinmore Slow Course Minor|3456.14.56.36-1256,12
Kilburn Park Bob Minor|3456.14.56.36-36,1256
Canada Water Bob Minor|3456.14.56.36.12.36,1256
Canary Wharf Bob Minor|3456.14.56.36.1234.56,1256
Maida Vale Bob Minor|3456.14.56.36.34.56,1256
Llangua Slow Course Minor|3456.1456-36-1236,12
Rowlstone Slow Course Minor|3456.1456-36-1256,12
White Rocks Slow Course Minor|3456.1456.12.1236-1236,12
Bagwyllydiart Slow Course Minor|3456.1456.12.36-1236,12
Brimpton Slow Course Minor|56.14-1236-1236,12
Burlingjobb Slow Course Minor|56.14-1236-1256,12
Wenhaston Slow Course Minor|56.14-1236-1456,12
Harlesden Slow Course Minor|56.14-1236.34.1256,12
Portway Slow Course Minor|56.14-36-1236,12
Hergest Ridge Slow Course Minor|56.14-36-1256,12
Mansell Lacy Slow Course Minor|56.14-36.12.1236,12
St James's Park Slow Course Minor|56.14-36.12.1256,12
Watford Slow Course Minor|56.14-36.1234.1256,12
Kingsbury Slow Course Minor|56.14-36.34.1256,12
Credenhill Slow Course Minor|56.14.12.1236-1236,12
Bank Slow Course Minor|56.14.12.1236-1256,12
West Finchley Slow Course Minor|56.14.12.1236.34.1256,12
Yarsop Slow Course Minor|56.14.12.36-1236,12
Finsbury Park Slow Course Minor|56.14.12.36-1256,12
Shoreditch Slow Course Minor|56.14.12.36.12.1256,12
Holborn Slow Course Minor|56.14.12.36.1234.1256,12
Eastcote Slow Course Minor|56.14.12.36.34.1256,12
Chadnor Slow Course Minor|56.14.1256.1236-1236,12
Eaton Hill Slow Course Minor|56.14.1256.1236-1256,12
Westhope Slow Course Minor|56.14.1256.36-1236,12
Shucknall Slow Course Minor|56.14.1256.36-1256,12
Around 50 Slow Course Minor|56.14.56.1236-1256,12
Pyon Slow Course Minor|56.14.56.36-1236,12
Adzor Slow Course Minor|56.14.56.36-1256,12
Garnons Slow Course Minor|56.14.56.36.12.1236,12
Sutton Slow Course Minor|56.14.56.36.12.1256,12
Ruth's on the Treble Slow Course Minor|56.1456-1236-1256,12
Turnant Slow Course Minor|56.1456-36-1236,12
Llanveynoe Slow Course Minor|56.1456-36-1256,12
Cwmyoy Slow Course Minor|56.1456-36.12.1236,12
Walterstone Slow Course Minor|56.1456-36.12.1256,12
Garway Hill Slow Course Minor|56.1456.12.1236-1236,12
Wormbridge Slow Course Minor|56.1456.12.1236-1256,12
Vowchurch Slow Course Minor|56.1456.12.36-1236,12
Craswall Slow Course Minor|56.1456.12.36-1256,12
Slough Big Bob Place Minor|56.16.56.16-1456,16
Single St Hilda's Bob Minor|-16-16-16,14
Double St Hilda's Bob Minor|-16-16-36,14
Road Block Bob Minor|34.14-36-56,14
Chock A Block Bob Minor|34.14.12.1236.12.56,14
Sponge Bob Minor|34.16-36-36,14
Engine Block Bob Minor|34.16.12.1236.12.36,14
Soviet Block Bob Minor|3456.14-36-56,14
Chip Off The Old Block Bob Minor|3456.14.12.1236.12.56,14
Plumb Bob Minor|3456.16-36-36,14
Breeze Block Place Minor|3456.16.12.1236.12.36,14
Single Rayford Place Minor|56.16-16-16,14
Thorndon Bob Minor|-14-1236-1256-36-14-12
Wayfarers Bob Minor|-14-1236-36.12.36-14-12
Sugar of Lead Bob Minor|-14-1236-56-1236-1456-1256
Woodridge Bob Minor|-14-1236-56.12.36-14-12
Monkshood Bob Minor|-14-1236.12.56.12.1236-1456-1256
Single Cambridge Cyclic Bob Minor|-14-16-16-16-16-12
Kensington Bob Minor|-14-16-16-36-14-14
Ockbrook Cyclic Bob Minor|-14-16-16-36-14-16
Camberwell Bob Minor|-14-16-36-36-14-12
St Mary Bourne Bob Minor|-14-16-56-16-16-14
Greenwich Bob Minor|-14-16-56-36-14-12
Double Cambridge Cyclic Bob Minor|-14-16-56-36-16-12
2012 Bob Minor|-14-16-56.34.16-1456-16
Pinehaven Bob Minor|-14-36-1256-1236-14-12
Annable's Richmond Bob Minor|-14-36-16-16-14-14
Fairfield Bob Minor|-14-36-16-16-14-16
Yorkshire Court Bob Minor|-14-36-16-16-16-12
Wallers' Goodwill Bob Minor|-14-36-16-16-16-14
Evening Exercise Bob Minor|-14-36-16-16-16-16
Etwall Bob Minor|-14-36-16-36-16-16
Hackney Bob Minor|-14-36-36-16-14-12
Longparish Bob Minor|-14-36-36-16-16-16
Battersea Bob Minor|-14-36-36-36-16-16
Chiswick Bob Minor|-14-36-56-16-14-12
Annable's Hampton Bob Minor|-14-36-56-16-16-12
Eddie Martin Bob Minor|-14-36-56-16-16-16
Wolf's Bane Bob Minor|-14-36-56-36-1456-1256
Pearl Bob Minor|-14-36-56-36-16-12
Waller's Maggot Bob Minor|-14-36-56-36-16-14
Gerald McIlhone Bob Minor|-14-36.12.56-1236-14-12
Pharmacolite Bob Minor|-14-36.12.56.12.36-1456-1256
Blue Vitriol Bob Minor|-14.12.1236-56-1236.12.1456-1256
Prussic Acid Bob Minor|-14.12.36-56-36.12.1456-1256
Caustic Potash Bob Minor|-14.12.36.12.56.12.36.12.1456-1256
Snufkin Bob Minor|-1456-1236-1256-36-1456-12
Mymble's Daughter Bob Minor|-1456-1236-56.12.36-1456-12
Bob Bob Minor|-1456-1236.12.56-36-1456-12
Moomintroll Bob Minor|-1456-36-1256-1236-1456-12
Thingumy Bob Minor|-1456-36-56.12.1236-1456-12
Little My Bob Minor|-1456-36.12.56-1236-1456-12
Hataitai Bob Minor|-16-1236-1236-36-16-12
Shirland Bob Minor|-16-1236-1236-36-16-16
Lightning Bob Minor|-16-1236-1236.12.36.12.16-12
Kinder Scout Bob Minor|-16-1236-16-16-16-1234
Bishopthorpe Bob Minor|-16-1236-36.12.36-16-12
Union Minor|-16-16-16-16-14-12
Calvary Bob Minor|-16-16-16-36-14-12
Hankinson's Goodwill Bob Minor|-16-16-16-36-14-14
Evening Delight Bob Minor|-16-16-16-36-14-16
Hornsey New Bob Minor|-16-16-16-36-16-12
Peasemore Bob Minor|-16-16-36-36-14-16
Enfield Bob Minor|-16-16-36-36-16-12
Fauld Crater Bob Minor|-16-16-56-16-14-14
Beresford Dale Bob Minor|-16-16-56-16-14-16
Laurance Bob Minor|-16-16-56-36-14-12
Hartington Bob Minor|-16-16-56-36-14-16
Surfleet Reverse Bob Minor|-16-16-56-36-16-16
Tawa Bob Minor|-16-36-1236-1236-16-12
Islington New Bob Minor|-16-36-16-16-16-12
Sandiacre Bob Minor|-16-36-16-36-14-16
Tottenham Bob Minor|-16-36-36-16-16-12
Annable's Chelsea Bob Minor|-16-36-36-36-14-16
Double Union Minor|-16-36-56-16-14-12
Reverse Union Minor|-16-36-56-16-16-16
Annable's Diamond Bob Minor|-16-36-56-36-14-12
Hornmead Bob Minor|-16-36-56-36-14-14
Wellow Bob Minor|-16-36.12.36-1236-16-12
Very Very Frightening Bob Minor|-16.12.1236.12.1236.12.1236-16-12
Thunderbolt Bob Minor|-16.12.36-1236-36-16-12
Roncobello Place Minor|34.16-1236-1236-16-16.34.16
Annable's New Bob Minor|34.16-36-36-36-14.36.12
Tour of Britain Bob Minor|56.14-1236-56.12.36-14.56.12
New College Little Bob Minor|-14-14-16-12
Christ Church Little Bob Minor|-16-14-14-12
Warwick Slow Bob Minor|-14-1236-36-36-14-12
Deadly Nightshade Bob Minor|-14-1236-56-1236-14.56.12
Funnelweb Slow Bob Minor|-14-1236-56-36-14-12
Nightshade Bob Minor|-14-1236.12.56.12.1236-14.56.12
Claremont Slow Bob Minor|-14-36-36-1236-14-12
'Elf n 'Appiness Slow Bob Minor|-14-36-36.12.36-14-12
Redback Slow Bob Minor|-14-36-56-1236-14-12
Dog's Mercury Bob Minor|-14-36-56-36-14.56.12
Garden Orb Slow Bob Minor|-14-36-56.12.36-14-12
Whitetail Slow Bob Minor|-14-36.12.56-36-14-12
Strychnine Bob Minor|-14-36.12.56.12.36-14.56.12
Allantotoxiam Bob Minor|-14.12.1236-56-1236.12.14.56.12
Bitter Almond Bob Minor|-14.12.36-56-36.12.14.56.12
Fool's Parsley Bob Minor|-14.12.36.12.56.12.36.12.14.56.12
Belladonna Bob Minor|-1456-1236-56-1236-14-12
Luna Caustic Bob Minor|-1456-1236.12.56.12.1236-14-12
Meadow Saffron Bob Minor|-1456-36-56-36-14-12
Water Hemlock Bob Minor|-1456-36.12.56.12.36-14-12
Thorn Apple Bob Minor|-1456.12.1236-56-1236.12.14-12
Phosphorus Bob Minor|-1456.12.36-56-36.12.14-12
Caustic Alkali Bob Minor|-1456.12.36.12.56.12.36.12.14-12
Frequently Slow Bob Minor|-16-1236-36-36-16-12
Offen Slow Bob Minor|-16-36-36-1236-16-12
Occasionally Slow Bob Minor|-16-36-36.12.36-16-12
A Little Bit Slow Bob Minor|-16-36.12.36-36-16-12
Oriel College Little Bob Minor|-14-14-16-1234
Exeter College Little Bob Minor|-16-14-14-1234
Mulbarton Bob Triples|3.1.5.1.7.145.7,127
Giles Bob Triples|3.1.5.123.7.12345.7,127
Piccadilly Bob Triples|3.1.5.123.7.125.7,127
Ronald Bob Triples|3.1.5.123.7.345.7,127
Bakerloo Bob Triples|3.1.5.123.7.5.7,127
Hamish Bob Triples|3.1.5.3.127.345.7,127
Elmham Bob Triples|3.1.5.3.127.5.7,127
Stansted Bob Triples|3.1.5.3.147.3.7,127
Margaret Bob Triples|3.1.5.3.7.12345.7,127
St Stephen Bob Triples|3.1.5.3.7.125.7,127
Susan Bob Triples|3.1.5.3.7.345.7,127
Waterloo Reverse Bob Triples|3.1.5.3.7.5.167,1
Waterloo Bob Triples|3.1.5.3.7.5.7,127
German Bight Bob Triples|3.1.567.123.7.12345.7,127
Ecclefechan Bob Triples|3.1.567.123.7.125.7,127
Thames Bob Triples|3.1.567.123.7.345.7,127
Woodhouse Bob Triples|3.1.567.123.7.5.7,127
Biscay Bob Triples|3.1.567.3.127.345.7,127
Parkgate Bob Triples|3.1.567.3.127.5.7,127
Dogger Bob Triples|3.1.567.3.7.12345.7,127
Handsworth Bob Triples|3.1.567.3.7.125.7,127
Fisher Bob Triples|3.1.567.3.7.345.7,127
Sheffield Bob Triples|3.1.567.3.7.5.7,127
Huntspill Bob Triples|3.1.7.123.7.123.7,127
Remembrance Day Bob Triples|3.1.7.3.147.5.7,127
New Bob Triples|3.1.7.3.7.3.7,127
Paston Bob Triples|3.145.7.3.7.3.7,127
Croydon Bob Triples|3.147.5.1.7.5.167,1
Shipway Place Triples|3.147.5.167.7.1.7,127
Rondo Bob Triples|3.167.5.123.7.12345.7,127
Pythagorean Bob Triples|3.167.5.123.7.125.7,127
Toccata Bob Triples|3.167.5.123.7.345.7,127
Marylebone Bob Triples|3.167.5.123.7.5.7,127
Palestrina Bob Triples|3.167.5.3.127.345.7,127
Century Bob Triples|3.167.5.3.127.5.7,127
Facade Bob Triples|3.167.5.3.7.12345.7,127
Lundy Bob Triples|3.167.5.3.7.125.7,127
Passacaglia Bob Triples|3.167.5.3.7.345.7,127
Tinsley Bob Triples|3.167.5.3.7.5.7,127
Plaza Bob Triples|345.1.5.123.7.12345.7,127
Salford Bob Triples|345.1.5.123.7.125.7,127
Robert Bob Triples|345.1.5.123.7.345.7,127
Abba Bob Triples|345.1.5.123.7.5.7,127
Biryani Bob Triples|345.1.5.3.127.345.7,127
Flat-iron Bob Triples|345.1.5.3.127.5.7,127
Marcus Bob Triples|345.1.5.3.7.12345.7,127
Thermopylae Bob Triples|345.1.5.3.7.125.7,127
Ian Bob Triples|345.1.5.3.7.345.7,127
Trafalgar Bob Triples|345.1.5.3.7.5.7,127
Tyne Bob Triples|345.1.567.123.7.12345.7,127
Attercliffe Bob Triples|345.1.567.123.7.125.7,127
Ronaldsway Bob Triples|345.1.567.123.7.345.7,127
Brightside Bob Triples|345.1.567.123.7.5.7,127
Shannon Bob Triples|345.1.567.3.127.345.7,127
Darnall Bob Triples|345.1.567.3.127.5.7,127
Finnisterre Bob Triples|345.1.567.3.7.12345.7,127
Aldewarke Bob Triples|345.1.567.3.7.125.7,127
Patmos Bob Triples|345.1.567.3.7.345.7,127
Roundwood Bob Triples|345.1.567.3.7.5.7,127
St Peter Port Bob Triples|345.1.7.1.7.1.7,125
Lune Bob Triples|345.167.5.123.7.12345.7,127
Wye Bob Triples|345.167.5.123.7.125.7,127
Healey Bob Triples|345.167.5.123.7.345.7,127
Humber Bob Triples|345.167.5.123.7.5.7,127
Heywood Bob Triples|345.167.5.12367.7.5.7,127
Ceviche Bob Triples|345.167.5.3.127.345.7,127
Trent Bob Triples|345.167.5.3.127.5.7,127
Shawclough Bob Triples|345.167.5.3.7.12345.7,127
Severn Bob Triples|345.167.5.3.7.125.7,127
Ellwoodii Bob Triples|345.167.5.3.7.345.7,127
Avon Bob Triples|345.167.5.3.7.5.7,127
Snoopy Bob Triples|34567.1.5.123.7.12345.7,127
Peatling Parva Bob Triples|34567.1.5.123.7.125.7,127
Bramble Bob Triples|34567.1.5.123.7.345.7,127
Hanover Bob Triples|34567.1.5.123.7.5.7,127
Woodstock Bob Triples|34567.1.5.3.127.345.7,127
Anstey Bob Triples|34567.1.5.3.127.5.7,127
Pushkin Bob Triples|34567.1.5.3.7.12345.7,127
Brunswick Bob Triples|34567.1.5.3.7.125.7,127
Sundance Bob Triples|34567.1.5.3.7.345.7,127
Willoughby Waterleys Bob Triples|34567.1.5.3.7.5.7,127
Guisborough Place Triples|34567.1.567.123.7.12345.7,127
Ashfell Bob Triples|34567.1.567.123.7.125.7,127
Marske-by-the-Sea Bob Triples|34567.1.567.123.7.345.7,127
Chorlton-cum-Hardy Bob Triples|34567.1.567.123.7.5.7,127
Dormanstown Bob Triples|34567.1.567.3.127.345.7,127
Newlands Bob Triples|34567.1.567.3.127.5.7,127
Redcar Bob Triples|34567.1.567.3.7.12345.7,127
Ikaria Bob Triples|34567.1.567.3.7.125.7,127
Grangetown Bob Triples|34567.1.567.3.7.345.7,127
Egerton Bob Triples|34567.1.567.3.7.5.7,127
Aberdare St Elvan Place Triples|34567.1.7.1.7.1.7,127
Magnis Campanis Place Triples|34567.1.7.123.127.123.7,127
90th Birthday Bob Triples|34567.1.7.3.7.123.7,127
Canterbury Pleasure Bob Triples|347.1.7.1.7.1.7,127
The Bees Bob Triples|347.1.7.1.7.145.7,127
Temple Ewell Place Triples|347.1.7.123.7.123.7,125
Winchendon Bob Triples|347.1.7.123.7.123.7,127
Aldbourne Bob Triples|347.1.7.123.7.125.7,127
Western Heights Bob Triples|347.1.7.123.7.3.7,125
Romsey Bob Triples|347.1.7.123.7.5.7,127
St Agatha Bob Triples|347.1.7.3.127.3.7,127
Nolan Bob Triples|347.1.7.3.7.123.7,125
St Margaret Bob Triples|347.1.7.3.7.123.7,127
Downton Bob Triples|347.1.7.3.7.125.7,127
St Nicholas Bob Triples|347.1.7.3.7.3.7,127
St Merwenna Bob Triples|347.1.7.3.7.5.7,127
Philadelphus Bob Triples|367.1.5.123.7.12345.7,127
Superlation Bob Triples|367.1.5.123.7.125.7,127
Chrysanthemum Bob Triples|367.1.5.123.7.345.7,127
Bunter Bob Triples|367.1.5.123.7.5.7,127
Buddleia Bob Triples|367.1.5.3.127.345.7,127
Kea Bob Triples|367.1.5.3.127.5.7,127
Rhododendron Bob Triples|367.1.5.3.7.12345.7,127
Wimsey Bob Triples|367.1.5.3.7.125.7,127
Astilbe Bob Triples|367.1.5.3.7.345.7,127
Sayers Bob Triples|367.1.5.3.7.5.7,127
Middlesbrough Bob Triples|367.1.567.123.7.12345.7,127
Chalfont Bob Triples|367.1.567.123.7.125.7,127
Teeside Bob Triples|367.1.567.123.7.345.7,127
Craythorne Bob Triples|367.1.567.123.7.5.7,127
South Bank Bob Triples|367.1.567.3.127.345.7,127
Brampton Bob Triples|367.1.567.3.127.5.7,127
Cleveland Bob Triples|367.1.567.3.7.12345.7,127
Kench Hill Bob Triples|367.1.567.3.7.125.7,127
Saltburn Bob Triples|367.1.567.3.7.345.7,127
Beresford Bob Triples|367.1.567.3.7.5.7,127
Cringleford Bob Triples|5.1.5.1.347.125.7,127
Dereham Bob Triples|5.1.5.1.347.5.7,127
Kingsclere Bob Triples|5.1.5.1.7.1.7,125
Carshalton Bob Triples|5.1.5.1.7.5.7,127
Little Orchard Bob Triples|5.1.5.123.7.145.7,127
St Ethelflaeda Bob Triples|5.1.5.3.127.3.7,127
Aquarius Bob Triples|5.1.5.3.7.123.7,127
St Edmundsbury Bob Triples|5.1.5.3.7.3.7,127
Middlesex Bob Triples|5.1.7.1.7.1.7,125
Hawkhurst Bob Triples|5.1.7.1.7.3.7,127
Golden Gate Bob Triples|5.1.7.3.347.3.7,125
Penning's Bob Triples|5.147.5.3.147.3.7,127
Aluminium Bob Triples|5.147.5.3.7.123.7,127
